district,neighborhood,room,living_room,area,age,floor,price
 Eyüpsultan , Göktürk Merkez Mah.,1,1,90,15,5,42000
 Sarıyer , İstinye Mah.,5,1,400,7,3,190000
 Kadıköy , Caddebostan Mah.,3,1,125,25,2,58000
 Kadıköy , Feneryolu Mah.,4,1,180,26,7,65000
 Kağıthane , Gürsel Mah.,2,1,85,0,2,26000
 Sarıyer , Emirgan Mah.,2,1,85,31,0,35000
 Şişli , Kuştepe Mah.,1,1,55,10,1,21500
 Bakırköy , Yeşilköy Mah.,4,1,270,13,1,175000
 Bayrampaşa , Altıntepsi Mah.,2,1,85,32,2,17000
 Beşiktaş , Levent Mah.,2,1,85,12,2,25000
 Kadıköy , Zühtüpaşa Mah.,3,1,110,31,2,48000
 Başakşehir , Kayabaşı Mah.,2,1,85,11,6,25000
 Fatih , Silivrikapı Mah.,3,1,130,40,4,25000
 Fatih , Koca Mustafapaşa Mah.,1,0,35,31,0,7000
 Sarıyer , Maslak Mah.,3,1,170,5,0,85000
 Küçükçekmece , Atakent Mah.,1,1,47,13,5,24000
 Esenyurt , Koza Mah.,3,1,147,5,18,25000
 Beşiktaş , Vişnezade Mah.,3,1,125,31,1,47500
 Küçükçekmece , Gültepe Mah.,2,1,80,35,2,16000
 Fatih , Aksaray Mah.,2,1,90,15,1,20000
 Şişli , Esentepe Mah.,2,1,90,25,1,20000
 Güngören , Tozkoparan Mah.,3,1,120,28,9,29000
 Kağıthane , Gürsel Mah.,2,0,65,0,7,25000
 Fatih , Derviş Ali Mah.,1,1,65,45,2,13000
 Beykoz , Rüzgarlıbahçe Mah.,2,1,90,25,2,25500
 Beykoz , Riva Mah.,2,1,80,8,3,35000
 Zeytinburnu , Çırpıcı Mah.,1,1,65,2,4,23000
 Beykoz , Çubuklu Mah.,2,1,100,26,1,20000
 Şişli , Merkez Mah.,2,1,85,25,3,35000
 Sarıyer , Ptt Evleri Mah.,2,1,90,30,3,27000
 Şişli , Eskişehir Mah.,2,1,80,20,-1,18000
 Esenyurt , Akevler Mah.,1,1,60,9,5,10000
 Beşiktaş , Etiler Mah.,3,1,210,16,5,240000
 Eyüpsultan , Alibeyköy Mah.,4,1,150,11,2,39900
 Fatih , Seyyid Ömer Mah.,2,1,95,31,4,19000
 Fatih , Şehremini Mah.,1,1,75,42,1,25000
 Üsküdar , İcadiye Mah.,1,1,65,0,0,30000
 Üsküdar , Burhaniye Mah.,4,2,407,0,4,140000
 Beyoğlu , Kılıçali Paşa Mah.,2,2,125,0,0,55000
 Pendik , Dumlupınar Mah.,2,1,148,0,3,33000
 Üsküdar , Altunizade Mah.,3,1,124,24,0,36000
 Üsküdar , Mimar Sinan Mah.,2,1,65,0,-2,28500
 Maltepe , Aydınevler Mah.,2,1,70,12,0,19750
 Şişli , Mecidiyeköy Mah.,1,1,125,11,6,70000
 Tuzla , Aydınlı Mah.,1,1,65,5,1,17000
 Kartal , Cumhuriyet Mah.,2,1,90,5,2,23500
 Maltepe , Küçükyalı Mah.,4,2,210,27,4,55000
 Arnavutköy , Boğazköy İstiklal Mah.,2,2,200,21,0,30000
 Silivri , Sancaktepe Mah.,3,1,320,4,2,60000
 Fatih , Karagümrük Mah.,3,1,160,31,3,45000
 Büyükçekmece , Karaağaç Mah.,6,1,310,10,2,130000
 Maltepe , Altayçeşme Mah.,3,1,130,35,2,26000
 Bağcılar , Güneşli Mah.,2,1,132,3,14,30000
 Beşiktaş , Kültür Mah.,3,1,125,38,2,75000
 Şişli , Teşvikiye Mah.,3,1,130,31,3,67000
 Şişli , Kuştepe Mah.,1,1,138,15,21,85000
 Başakşehir , Bahçeşehir 1. Kısım Mah.,3,1,134,10,11,35000
 Kartal , Kordonboyu Mah.,1,0,70,4,21,28000
 Esenyurt , Şehitler Mah.,1,1,80,14,1,8500
 Tuzla , Evliya Çelebi Mah.,3,1,140,5,3,30500
 Çekmeköy , Çatalmeşe Mah.,2,1,95,6,3,21000
 Bahçelievler , Yenibosna Merkez Mah.,2,1,90,5,1,35000
 Kartal , Atalar Mah.,2,1,85,0,2,33000
 Beyoğlu , Cihangir Mah.,3,1,201,31,4,100000
 Kağıthane , Sultan Selim Mah.,1,0,30,20,1,6500
 Esenler , Kazım Karabekir Mah.,2,1,85,13,0,11000
 Kadıköy , Osmanağa Mah.,1,1,78,40,2,25000
 Esenyurt , Turgut Özal Mah.,1,1,90,5,5,12000
 Ümraniye , Armağanevler Mah.,2,1,95,5,9,24900
 Kağıthane , Sultan Selim Mah.,2,1,70,4,-2,20000
 Kağıthane , Sultan Selim Mah.,2,1,90,29,5,29999
 Ümraniye , Esenkent Mah.,2,1,110,5,7,25000
 Sarıyer , Maslak Mah.,3,1,195,8,3,79999
 Pendik , Kavakpınar Mah.,3,1,120,2,1,21000
 Ümraniye , Finanskent Mah.,3,1,135,1,3,75000
 Bakırköy , Şenlikköy Mah.,7,1,450,18,3,150000
 Küçükçekmece , İstasyon Mah.,1,1,50,5,0,14500
 Üsküdar , Aziz Mahmut Hüdayi Mah.,2,1,75,0,3,35000
 Maltepe , Küçükyalı Mah.,4,1,210,30,2,85000
 Beyoğlu , Bereketzade Mah.,3,1,160,4,6,95000
 Şişli , Halide Edip Adıvar Mah.,2,1,80,40,5,21000
 Ataşehir , Esatpaşa Mah.,2,1,90,8,3,25000
 Pendik , Kaynarca Mah.,2,1,100,10,3,25000
 Şişli , Gülbahar Mah.,1,1,55,5,0,18000
 Beyoğlu , Kamer Hatun Mah.,1,1,45,30,4,11000
 Bakırköy , Yeşilköy Mah.,2,1,80,5,3,70000
 Silivri , Selimpaşa Mah.,2,1,105,21,1,22000
 Ümraniye , Tantavi Mah.,2,1,75,20,1,23000
 Şişli , Esentepe Mah.,2,1,75,30,1,13000
 Küçükçekmece , Cennet Mah.,2,1,105,26,3,20000
 Arnavutköy , Anadolu Mah.,2,1,60,1,1,10000
 Üsküdar , Murat Reis Mah.,2,1,80,25,3,24500
 Şişli , Merkez Mah.,2,1,120,40,1,40000
 Kağıthane , Gürsel Mah.,2,1,110,16,0,23000
 Şişli , Eskişehir Mah.,2,1,80,45,1,16000
 Beşiktaş , Nisbetiye Mah.,2,1,145,40,0,57500
 Büyükçekmece , Fatih Mah.,2,1,95,25,2,15000
 Üsküdar , Aziz Mahmut Hüdayi Mah.,4,1,135,31,4,39500
 Fatih , Yedikule Mah.,2,1,65,55,2,15000
 Esenyurt , Piri Reis Mah.,2,1,105,5,9,17000
 Eyüpsultan , Güzeltepe Mah.,2,1,95,12,-2,22000
 Ümraniye , Şerifali Mah.,2,1,75,7,2,27000
 Avcılar , Firuzköy Mah.,1,0,20,0,1,8750
 Fatih , Seyyid Ömer Mah.,1,1,40,40,2,10000
 Esenyurt , Güzelyurt Mah.,2,1,128,9,16,25000
 Bakırköy , Şenlikköy Mah.,6,2,275,16,3,75000
 Kağıthane , Talatpaşa Mah.,2,1,110,26,3,21000
 Fatih , Seyyid Ömer Mah.,2,1,80,43,3,17000
 Esenler , Kemer Mah.,2,1,120,21,3,21000
 Sarıyer , Ferahevler Mah.,3,1,240,4,2,180000
 Adalar , Burgazada Mah.,2,1,75,25,2,42500
 Maltepe , Cevizli Mah.,1,1,80,3,5,30000
 Esenyurt , Akçaburgaz Mah.,2,1,95,7,1,15000
 Kağıthane , Seyrantepe Mah.,1,1,60,21,4,24000
 Kadıköy , Eğitim Mah.,2,1,100,45,4,22000
 Kağıthane , Çağlayan Mah.,2,1,85,5,1,20000
 Küçükçekmece , İstasyon Mah.,1,1,65,5,1,15000
 Şişli , İnönü Mah.,1,1,55,31,1,24000
 Fatih , Silivrikapı Mah.,2,1,85,38,3,15000
 Kartal , Uğur Mumcu Mah.,3,1,120,26,1,23000
 Bakırköy , Yeşilköy Mah.,3,1,130,31,3,35000
 Kağıthane , Sultan Selim Mah.,1,1,53,0,1,18250
 Avcılar , Mustafa Kemal Paşa Mah.,2,1,10,0,0,24000
 Fatih , Cerrahpaşa Mah.,2,1,95,35,1,20000
 Üsküdar , Ünalan Mah.,1,1,60,0,0,22500
 Bakırköy , Zuhuratbaba Mah.,3,1,110,35,3,26000
 Bağcılar , Yenimahalle Mah.,2,1,100,20,2,20000
 Beylikdüzü , Cumhuriyet Mah.,3,1,210,8,4,35000
 Şişli , Mecidiyeköy Mah.,1,0,40,11,1,18000
 Bahçelievler , Bahçelievler Mah.,2,1,85,39,3,24000
 Kağıthane , Ortabayır Mah.,2,1,90,35,1,16500
 Ataşehir , İçerenköy Mah.,2,1,100,27,4,35000
 Beykoz , İncirköy Mah.,3,1,130,25,2,30000
 Beyoğlu , Ömer Avni Mah.,2,1,90,40,3,39000
 Üsküdar , Valide-i Atik Mah.,2,1,85,35,4,15000
 Küçükçekmece , Tevfik Bey Mah.,3,1,115,25,1,18000
 Küçükçekmece , Yeşilova Mah.,2,1,120,21,3,20000
 Kadıköy , Suadiye Mah.,1,1,60,1,3,50000
 Sancaktepe , Safa Mah.,2,1,75,4,4,23000
 Kağıthane , Telsizler Mah.,1,0,55,12,9,31000
 Sarıyer , Maslak Mah.,5,1,550,10,21,350000
 Sarıyer , Tarabya Mah.,1,1,65,16,1,40000
 Beyoğlu , Firuzağa Mah.,3,1,100,30,1,50000
 Sancaktepe , İnönü Mah.,2,1,85,4,3,23000
 Kağıthane , Çağlayan Mah.,2,1,90,8,2,19500
 Şişli , Feriköy Mah.,2,1,150,50,3,35000
 Üsküdar , Selami Ali Mah.,3,1,130,35,3,35000
 Beyoğlu , Firuzağa Mah.,3,1,100,30,1,53000
 Sarıyer , Ayazağa Mah.,1,1,70,16,1,17500
 Bakırköy , Sakızağacı Mah.,2,1,90,31,5,24000
 Çekmeköy , Soğukpınar Mah.,2,1,100,25,4,20000
 Silivri , Gümüşyaka Mah.,3,2,150,21,0,20000
 Esenyurt , Necip Fazıl Kısakürek Mah.,2,1,100,10,0,10000
 Üsküdar , Murat Reis Mah.,3,1,135,1,5,37000
 Büyükçekmece , Kumburgaz Mah.,5,1,350,26,0,35000
 Üsküdar , Salacak Mah.,2,1,90,25,-2,28000
 Eyüpsultan , Merkez Mah.,2,1,79,7,1,29000
 Sultanbeyli , Mecidiye Mah.,2,1,100,25,1,15000
 Bakırköy , Şenlikköy Mah.,2,1,135,25,1,45000
 Beyoğlu , Halıcıoğlu Mah.,2,1,80,26,1,16000
 Bağcılar , 15 Temmuz Mah.,2,1,115,25,4,22000
 Esenyurt , Barbaros Hayrettin Paşa Mah.,1,1,48,13,7,14500
 Bağcılar , Fevzi Çakmak Mah.,1,1,70,21,3,14000
 Maltepe , Zümrütevler Mah.,2,1,85,16,4,21000
 Ataşehir , İnönü Mah.,1,1,55,12,0,18000
 Şişli , Paşa Mah.,1,1,60,25,5,13000
 Eyüpsultan , Akşemsettin Mah.,2,1,100,15,1,20000
 Beykoz , Acarlar Mah.,4,1,450,11,0,250000
 Kartal , Atalar Mah.,3,1,110,12,3,30000
 Silivri , Selimpaşa Mah.,2,1,80,4,2,15500
 Esenyurt , Namık Kemal Mah.,1,1,55,8,0,10000
 Kartal , Hürriyet Mah.,3,1,111,35,0,14000
 Avcılar , Denizköşkler Mah.,2,3,200,7,4,35000
 Ataşehir , Esatpaşa Mah.,2,1,60,9,0,20500
 Beylikdüzü , Marmara Mah.,3,1,145,26,2,20750
 Sarıyer , Demirciköy Mah.,5,2,450,16,0,150000
 Beylikdüzü , Adnan Kahveci Mah.,3,1,415,15,4,28000
 Sarıyer , Rumeli Hisarı Mah.,4,1,140,32,2,50000
 Arnavutköy , Deliklikaya Mah.,2,1,95,5,5,24500
 Kadıköy , Erenköy Mah.,4,1,180,30,8,49000
 Kartal , Uğur Mumcu Mah.,3,1,140,33,5,30000
 Eyüpsultan , Çırçır Mah.,3,1,140,20,4,26000
 Sultanbeyli , Mecidiye Mah.,2,1,90,0,2,18000
 Arnavutköy , Anadolu Mah.,2,1,110,21,2,16000
 Küçükçekmece , Fatih Mah.,2,1,85,0,6,25000
 Esenler , Menderes Mah.,3,1,140,3,10,42000
 Ataşehir , İçerenköy Mah.,3,1,140,25,3,34500
 Şile , Balibey Mah.,3,1,120,35,2,23000
 Küçükçekmece , Halkalı Merkez Mah.,2,1,100,28,0,10000
 Üsküdar , Ünalan Mah.,3,1,200,28,4,30000
 Sarıyer , Demirciköy Mah.,2,1,99,0,2,20000
 Avcılar , Mustafa Kemal Paşa Mah.,3,1,160,25,5,20000
 Bağcılar , 100. Yıl Mah.,2,1,100,16,10,23500
 Üsküdar , Güzeltepe Mah.,3,1,117,0,2,55000
 Üsküdar , Beylerbeyi Mah.,2,1,120,40,1,35000
 Kağıthane , Seyrantepe Mah.,2,1,100,19,3,28500
 Bakırköy , Zuhuratbaba Mah.,3,1,100,31,3,33000
 Arnavutköy , Arnavutköy Merkez Mah.,4,2,175,12,5,25500
 Kadıköy , Fenerbahçe Mah.,2,1,100,32,2,62500
 Şişli , Gülbahar Mah.,3,1,140,32,3,50000
 Kağıthane , Ortabayır Mah.,1,1,69,1,11,45000
 Fatih , Mevlanakapı Mah.,2,1,85,30,2,19500
 Ataşehir , Kayışdağı Mah.,2,1,90,11,4,24500
 Küçükçekmece , Gültepe Mah.,2,1,95,35,4,18000
 Avcılar , Denizköşkler Mah.,3,1,140,30,1,20000
 Eyüpsultan , İslambey Mah.,2,1,85,6,-2,18000
 Esenyurt , Cumhuriyet Mah.,3,1,115,28,5,19000
 Kartal , Yalı Mah.,3,1,130,20,0,16000
 Çekmeköy , Ekşioğlu Mah.,4,1,155,4,1,22600
 Beyoğlu , Cihangir Mah.,2,1,90,60,0,45000
 Küçükçekmece , İnönü Mah.,2,1,105,21,3,20000
 Avcılar , Merkez Mah.,3,1,120,0,5,30000
 Ataşehir , Barbaros Mah.,10,2,1066,13,21,600000
 Sancaktepe , Osmangazi Mah.,3,1,95,10,1,24500
 Eyüpsultan , Rami Yeni Mah.,2,1,75,10,1,18000
 Pendik , Batı Mah.,2,1,90,5,4,37500
 Beykoz , Gümüşsuyu Mah.,3,1,120,15,3,20000
 Ataşehir , İnönü Mah.,1,1,60,5,9,30000
 Şile , Balibey Mah.,2,1,100,4,1,29000
 Esenyurt , Mehterçeşme Mah.,2,1,120,9,5,20000
 Pendik , Ertuğrul Gazi Mah.,2,1,90,31,3,9000
 Başakşehir , Bahçeşehir 2. Kısım Mah.,3,1,137,15,4,22000
 Şişli , Mecidiyeköy Mah.,3,1,130,21,3,35000
 Beylikdüzü , Kavaklı Mah.,6,2,400,2,2,110000
 Beylikdüzü , Sahil Mah.,7,2,420,20,2,70000
 Avcılar , Cihangir Mah.,2,1,100,0,2,25000
 Esenyurt , Fatih Mah.,2,1,95,9,5,14500
 Sultanbeyli , Adil Mah.,3,1,130,15,1,23500
 Esenler , Oruçreis Mah.,2,1,120,26,6,15500
 Beşiktaş , Gayrettepe Mah.,4,1,205,40,10,65000
 Beylikdüzü , Adnan Kahveci Mah.,2,1,180,16,15,30500
 Bahçelievler , Cumhuriyet Mah.,3,1,145,31,4,21400
 Esenyurt , Mehmet Akif Ersoy Mah.,2,1,80,6,4,19000
 Eyüpsultan , Akşemsettin Mah.,2,1,90,25,1,20000
 Ümraniye , İnkılap Mah.,2,1,80,0,8,28500
 Avcılar , Mustafa Kemal Paşa Mah.,3,1,140,21,2,17000
 Güngören , Güneştepe Mah.,2,1,90,10,3,26000
 Küçükçekmece , Kanarya Mah.,3,1,110,10,3,21000
 Zeytinburnu , Telsiz Mah.,2,1,85,24,2,24000
 Avcılar , Cihangir Mah.,5,3,350,3,-1,85000
 Ümraniye , Madenler Mah.,1,1,79,17,9,28000
 Beşiktaş , Türkali Mah.,3,1,144,40,4,40000
 Kadıköy , Merdivenköy Mah.,3,1,110,23,6,40000
 Fatih , İskenderpaşa Mah.,2,1,118,35,2,25000
 Beykoz , Rüzgarlıbahçe Mah.,2,1,120,28,5,22500
 Şişli , Cumhuriyet Mah.,1,1,68,11,2,40000
 Küçükçekmece , Kanarya Mah.,1,1,90,21,4,10000
 Beyoğlu , Firuzağa Mah.,1,1,80,46,1,39000
 Fatih , Akşemsettin Mah.,2,1,85,45,4,26000
 Sarıyer , Maslak Mah.,2,1,140,5,15,100000
 Maltepe , Bağlarbaşı Mah.,2,1,50,0,0,26250
 Arnavutköy , Hadımköy Mah.,2,1,102,2,4,19000
 Şişli , Teşvikiye Mah.,3,1,150,26,1,59000
 Arnavutköy , Boğazköy İstiklal Mah.,4,2,200,0,5,26000
 Bahçelievler , Şirinevler Mah.,3,1,140,40,2,23000
 Pendik , Yenişehir Mah.,3,1,150,21,2,18750
 Çekmeköy , Merkez Mah.,3,1,120,12,0,23000
 Beykoz , Acarlar Mah.,3,1,100,21,2,35000
 Bayrampaşa , Muratpaşa Mah.,2,1,75,5,1,20000
 Ataşehir , Barbaros Mah.,2,1,125,11,8,48000
 Beşiktaş , Cihannüma Mah.,5,1,170,31,3,65000
 Maltepe , Altayçeşme Mah.,1,1,60,5,3,350
 Bakırköy , Şenlikköy Mah.,2,1,115,7,1,50000
 Kağıthane , Çeliktepe Mah.,2,1,75,13,1,20000
 Sarıyer , Reşitpaşa Mah.,1,1,80,30,2,20000
 Bakırköy , Zuhuratbaba Mah.,3,1,130,31,3,30000
 Ataşehir , Esatpaşa Mah.,2,1,90,4,1,37000
 Şişli , Meşrutiyet Mah.,2,1,100,30,-3,30000
 Beylikdüzü , Kavaklı Mah.,3,1,115,0,2,30000
 Ataşehir , Örnek Mah.,3,1,140,5,0,26500
 Kartal , Hürriyet Mah.,9,1,290,30,2,62500
 Beylikdüzü , Kavaklı Mah.,4,2,320,20,2,38000
 Sultanbeyli , Mimar Sinan Mah.,3,1,100,5,1,21000
 Beşiktaş , Ortaköy Mah.,4,2,350,21,4,170000
 Beyoğlu , Örnektepe Mah.,1,1,85,0,3,32000
 Beylikdüzü , Dereağzı Mah.,5,1,280,4,0,79000
 Kadıköy , Caddebostan Mah.,4,1,230,35,0,200000
 Kadıköy , Sahrayı Cedit Mah.,3,1,110,30,4,16000
 Pendik , Yenişehir Mah.,1,1,67,11,3,20000
 Eyüpsultan , Göktürk Merkez Mah.,5,2,300,11,0,225000
 Küçükçekmece , Atakent Mah.,2,1,156,0,4,67500
 Esenyurt , Mevlana Mah.,3,1,145,26,6,28000
 Beylikdüzü , Marmara Mah.,4,1,240,0,2,60000
 Tuzla , Tepeören Mah.,3,1,194,16,0,85000
 Fatih , Şehremini Mah.,2,1,90,0,2,40000
 Bahçelievler , Yenibosna Merkez Mah.,1,1,73,5,11,27000
 Çekmeköy , Sultançiftliği Mah.,2,1,88,5,4,30000
 Beşiktaş , Levent Mah.,3,1,130,31,6,55000
 Başakşehir , Bahçeşehir 2. Kısım Mah.,4,2,420,20,2,60000
 Esenyurt , Gökevler Mah.,3,1,141,5,9,28000
 Fatih , Silivrikapı Mah.,1,1,65,31,1,12500
 Eyüpsultan , Göktürk Merkez Mah.,2,1,123,11,3,67000
 Tuzla , Aydınlı Mah.,3,1,160,4,4,30000
 Fatih , Akşemsettin Mah.,3,1,119,34,3,33000
 Beylikdüzü , Marmara Mah.,1,1,78,1,2,40000
 Kartal , Gümüşpınar Mah.,4,1,195,29,5,25000
 Esenyurt , Akevler Mah.,2,1,115,11,21,18000
 Kadıköy , Feneryolu Mah.,4,1,200,5,11,170000
 Şişli , 19 Mayıs Mah.,2,1,90,30,0,29000
 Pendik , Esenyalı Mah.,3,1,145,15,4,18000
 Sarıyer , Ferahevler Mah.,4,1,150,1,0,115000
 Beylikdüzü , Adnan Kahveci Mah.,2,1,130,0,2,40000
 Çekmeköy , Alemdağ Mah.,1,1,67,5,4,20500
 Esenyurt , Piri Reis Mah.,1,1,70,10,1,13000
 Kağıthane , Seyrantepe Mah.,3,1,157,4,12,90000
 Kağıthane , Sultan Selim Mah.,1,0,50,20,1,14000
 Bahçelievler , Soğanlı Mah.,3,1,100,30,5,26000
 Kartal , Orhantepe Mah.,3,1,160,25,2,35000
 Kadıköy , Caferağa Mah.,1,1,55,26,3,32000
 Kağıthane , Sultan Selim Mah.,1,1,52,3,3,37000
 Gaziosmanpaşa , Karadeniz Mah.,1,1,92,5,3,23000
 Beşiktaş , Sinanpaşa Mah.,1,1,70,30,3,25000
 Avcılar , Denizköşkler Mah.,2,1,100,34,3,16000
 Ataşehir , İçerenköy Mah.,3,1,120,30,2,35000
 Beylikdüzü , Marmara Mah.,1,1,90,9,1,17000
 Bağcılar , Mahmutbey Mah.,3,1,110,22,3,18000
 Zeytinburnu , Nuripaşa Mah.,2,1,90,28,3,15000
 Beykoz , Acarlar Mah.,4,1,325,13,2,150000
 Sarıyer , Huzur Mah.,1,1,55,7,21,35000
 Ataşehir , Yenişehir Mah.,2,1,106,24,3,55000
 Ataşehir , Kayışdağı Mah.,1,1,65,4,1,22500
 Bayrampaşa , Terazidere Mah.,2,1,85,5,0,20000
 Üsküdar , Aziz Mahmut Hüdayi Mah.,2,1,85,31,2,25000
 Ümraniye , Namık Kemal Mah.,2,1,75,11,3,25500
 Beyoğlu , Yenişehir Mah.,1,1,60,40,0,9000
 Küçükçekmece , Gültepe Mah.,2,1,85,34,2,17000
 Beykoz , Acarlar Mah.,2,1,172,0,12,75000
 Sarıyer , Ayazağa Mah.,1,1,82,9,9,50000
 Bayrampaşa , Cevatpaşa Mah.,2,1,80,30,3,15500
 Beşiktaş , Etiler Mah.,3,1,220,2,2,95000
 Başakşehir , Bahçeşehir 1. Kısım Mah.,7,2,390,20,2,125000
 Pendik , Yenişehir Mah.,2,1,118,1,2,35000
 Küçükçekmece , Fatih Mah.,2,1,90,4,8,25000
 Şişli , Mecidiyeköy Mah.,2,1,90,10,2,40000
 Bayrampaşa , Kartaltepe Mah.,1,1,66,25,1,14500
 Beyoğlu , Cihangir Mah.,1,1,70,70,-1,25000
 Şişli , Eskişehir Mah.,2,1,90,40,3,22000
 Beylikdüzü , Adnan Kahveci Mah.,1,1,60,7,3,21000
 Kadıköy , Caferağa Mah.,2,1,70,48,1,32000
 Maltepe , Altıntepe Mah.,2,1,60,4,0,35000
 Beşiktaş , Türkali Mah.,2,1,85,35,1,28000
 Fatih , Şehremini Mah.,3,1,140,45,5,35000
 Esenyurt , Zafer Mah.,2,1,100,1,11,18000
 Eyüpsultan , Emniyettepe Mah.,1,0,60,0,2,27000
 Kağıthane , Çeliktepe Mah.,3,1,120,7,2,29000
 Ümraniye , Madenler Mah.,3,1,126,11,2,35000
 Şişli , Merkez Mah.,2,1,102,2,21,60000
 Fatih , Ayvansaray Mah.,1,1,60,31,0,16000
 Beylikdüzü , Kavaklı Mah.,2,1,96,0,9,36000
 Maltepe , Başıbüyük Mah.,3,1,125,23,1,28500
 Bahçelievler , Soğanlı Mah.,1,1,50,8,1,14000
 Ümraniye , Finanskent Mah.,1,1,65,4,8,30000
 Beşiktaş , Bebek Mah.,3,1,200,30,1,250000
 Maltepe , Aydınevler Mah.,2,1,75,10,3,27750
 Şişli , Mecidiyeköy Mah.,1,1,121,5,7,65000
 Beşiktaş , Levazım Mah.,4,1,250,4,3,450000
 Üsküdar , Aziz Mahmut Hüdayi Mah.,2,1,65,1,1,33000
 Maltepe , Altıntepe Mah.,6,2,240,25,5,60000
 Kartal , Gümüşpınar Mah.,3,1,110,35,14,19500
 Bahçelievler , Şirinevler Mah.,4,1,155,15,4,25000
 Fatih , Aksaray Mah.,4,1,110,41,3,25000
 Fatih , Ayvansaray Mah.,2,1,75,25,5,18000
 Kağıthane , Sultan Selim Mah.,2,1,117,24,3,3500000
 Beykoz , İncirköy Mah.,2,1,130,30,2,19500
 Sancaktepe , Osmangazi Mah.,2,1,76,8,3,21000
 Bahçelievler , Yenibosna Merkez Mah.,4,1,210,5,3,60000
 Kağıthane , Çağlayan Mah.,2,1,80,10,2,23000
 Pendik , Esenyalı Mah.,3,1,120,11,4,17000
 Kadıköy , Bostancı Mah.,3,1,150,26,5,30000
 Eyüpsultan , Merkez Mah.,3,1,140,11,0,26000
 Beşiktaş , Arnavutköy Mah.,1,1,60,31,2,70000
 Küçükçekmece , Kanarya Mah.,1,1,60,35,0,14000
 Kağıthane , Seyrantepe Mah.,2,1,85,5,4,27500
 Maltepe , Zümrütevler Mah.,2,1,75,5,2,24500
 Beşiktaş , Kuruçeşme Mah.,3,1,120,28,0,35000
 Sarıyer , Uskumruköy Mah.,4,1,227,2,0,115000
 Eyüpsultan , Göktürk Merkez Mah.,3,1,148,0,2,90000
 Pendik , Batı Mah.,3,1,210,0,1,71000
 Kadıköy , Caferağa Mah.,3,1,115,40,4,38000
 Ümraniye , Esenkent Mah.,2,1,85,9,3,17000
 Beşiktaş , Akat Mah.,3,1,120,30,5,64500
 Şişli , Teşvikiye Mah.,1,1,70,40,0,23000
 Beykoz , Acarlar Mah.,2,1,170,0,2,75000
 Kağıthane , Sultan Selim Mah.,3,1,100,15,-1,18999
 Beykoz , Riva Mah.,5,2,450,11,0,135000
 Kadıköy , Feneryolu Mah.,2,1,110,31,1,39000
 Başakşehir , Altınşehir Mah.,1,1,65,28,0,8000
 Tuzla , Şifa Mah.,3,1,100,11,0,19500
 Üsküdar , Selami Ali Mah.,5,1,246,26,5,85000
 Sarıyer , Maslak Mah.,3,1,178,8,8,75000
 Maltepe , Feyzullah Mah.,4,1,200,23,5,45000
 Fatih , Mevlanakapı Mah.,2,1,95,35,3,20000
 Ümraniye , Finanskent Mah.,3,1,135,0,21,75000
 Üsküdar , Salacak Mah.,2,1,85,1,3,40000
 Küçükçekmece , Atakent Mah.,3,1,132,13,1,37500
 Şişli , Harbiye Mah.,2,1,135,40,5,40000
 Şişli , İnönü Mah.,1,1,70,5,0,20000
 Zeytinburnu , Veliefendi Mah.,2,1,85,26,4,13000
 Kadıköy , Osmanağa Mah.,1,0,65,31,4,25000
 Ataşehir , İçerenköy Mah.,3,1,160,21,2,30000
 Bayrampaşa , Altıntepsi Mah.,1,1,65,5,2,30000
 Avcılar , Mustafa Kemal Paşa Mah.,2,1,95,8,3,20000
 Beşiktaş , Ulus Mah.,3,1,220,16,2,100000
 Şişli , Kuştepe Mah.,2,1,180,15,5,90000
 Kadıköy , Suadiye Mah.,4,1,160,28,6,65000
 Şişli , Halide Edip Adıvar Mah.,2,1,80,35,5,18000
 Büyükçekmece , 19 Mayıs Mah.,2,1,90,2,2,30000
 Eyüpsultan , Göktürk Merkez Mah.,3,1,157,11,3,85000
 Güngören , Mareşal Çakmak Mah.,3,1,110,24,1,27000
 Zeytinburnu , Sümer Mah.,2,1,110,28,2,20000
 Şişli , Duatepe Mah.,2,1,90,40,1,33000
 Gaziosmanpaşa , Karadeniz Mah.,2,1,100,30,5,20000
 Üsküdar , Ahmediye Mah.,4,1,160,30,5,25000
 Beykoz , Acarlar Mah.,2,1,110,20,5,62500
 Sarıyer , Huzur Mah.,2,1,100,3,5,70000
 Esenyurt , Barbaros Hayrettin Paşa Mah.,2,1,100,10,7,16000
 Beşiktaş , Ulus Mah.,2,1,160,30,0,110000
 Şişli , Cumhuriyet Mah.,2,1,115,8,3,100000
 Beşiktaş , Nisbetiye Mah.,5,1,350,3,21,525000
 Bakırköy , Basınköy Mah.,1,1,68,0,1,33000
 Fatih , Zeyrek Mah.,1,1,72,26,3,17250
 Bakırköy , Şenlikköy Mah.,4,1,260,22,3,110000
 Fatih , Balat Mah.,6,1,205,50,2,55000
 Beylikdüzü , Kavaklı Mah.,4,2,220,3,5,40000
 Küçükçekmece , Atakent Mah.,2,1,90,10,3,25000
 Şişli , Merkez Mah.,2,1,75,1,0,30000
 Küçükçekmece , Yeşilova Mah.,2,1,85,8,1,23000
 Sancaktepe , Atatürk Mah.,3,1,142,11,0,48000
 Şişli , Mecidiyeköy Mah.,2,1,90,30,0,18500
 Eyüpsultan , Göktürk Merkez Mah.,2,1,105,17,2,42000
